datetime,count,casual,registered,sum
2011-01-17 00:00:00,11.639527845336088,1.3441244119404048,10.874954871912264,12.219079283852668
2011-01-17 01:00:00,7.025931647516692,0.5113475951363227,6.628915837307818,7.14026343244414
2011-01-17 02:00:00,3.646817648436152,0.4401587298675865,3.0392402439951054,3.479398973862692
2011-01-17 03:00:00,2.0183069301511147,0.25960658702005746,2.116629035967991,2.376235622988048
2011-01-17 04:00:00,2.2011277500035167,0.2661190164225723,2.213514765591767,2.4796337820143393
2011-01-17 05:00:00,10.997306263336503,0.2613967057443009,10.971836398013775,11.233233103758076
2011-01-17 06:00:00,37.7394798533286,0.4315700411671728,37.33864621391728,37.77021625508445
2011-01-17 07:00:00,150.55535022887585,3.4129458557100905,126.58802132205356,130.00096717776364
2011-01-17 08:00:00,196.22861866668126,3.3432645055525425,186.43175865644994,189.7750231620025
2011-01-17 09:00:00,135.20825311778492,5.273957622431201,127.68359161848849,132.9575492409197
2011-01-17 10:00:00,69.95326429470407,5.684092875816781,61.817830574751405,67.50192345056819
2011-01-17 11:00:00,79.00199382379193,9.949878967930466,65.49141953895416,75.44129850688464
2011-01-17 12:00:00,74.9600077951911,6.17749113898115,64.24569530906487,70.42318644804602
2011-01-17 13:00:00,75.03467060174762,5.9180013413511725,64.76338970074323,70.6813910420944
2011-01-17 14:00:00,81.16868951216517,7.022591682635282,67.63903203326895,74.66162371590423
2011-01-17 15:00:00,82.42400997940491,7.367507226512433,68.51724054036191,75.88474776687434
2011-01-17 16:00:00,91.07411600743966,7.289582952303032,77.61703436945582,84.90661732175886
2011-01-17 17:00:00,158.63300367145303,5.91570311697678,161.9590966724573,167.87479978943406
2011-01-17 18:00:00,155.15794603408958,5.623127247374014,163.6972599244348,169.32038717180882
2011-01-17 19:00:00,130.83314173414337,2.859450250209443,117.06856820933244,119.92801845954189
2011-01-17 20:00:00,70.85485980620912,0.7592856414996618,85.6382308082356,86.39751644973526
2011-01-17 21:00:00,46.8979506125525,0.6808608109505235,46.18648578213344,46.86734659308396
2011-01-17 22:00:00,28.856847607940132,0.6442394923192318,28.09750796693703,28.741747459256263
2011-01-17 23:00:00,25.098161562519383,0.6682823011410336,24.223611408393634,24.891893709534667
2011-01-18 12:00:00,72.07802590862892,4.810108203092956,64.67179191497831,69.48190011807127
2011-01-18 13:00:00,71.4913951758291,5.112282625176361,62.78874182661321,67.90102445178957
2011-01-18 14:00:00,80.02768221465934,6.831083717500022,66.58022108933108,73.4113048068311
