datetime,count
2011-01-17 00:00:00,11.639527845336088
2011-01-17 01:00:00,7.025931647516692
2011-01-17 02:00:00,3.646817648436152
2011-01-17 03:00:00,2.0183069301511147
2011-01-17 04:00:00,2.2011277500035167
2011-01-17 05:00:00,10.997306263336503
2011-01-17 06:00:00,37.7394798533286
2011-01-17 07:00:00,150.55535022887585
2011-01-17 08:00:00,196.22861866668126
2011-01-17 09:00:00,135.20825311778492
2011-01-17 10:00:00,69.95326429470407
2011-01-17 11:00:00,79.00199382379193
2011-01-17 12:00:00,74.9600077951911
2011-01-17 13:00:00,75.03467060174762
2011-01-17 14:00:00,81.16868951216517
2011-01-17 15:00:00,82.42400997940491
2011-01-17 16:00:00,91.07411600743966
2011-01-17 17:00:00,158.63300367145303
2011-01-17 18:00:00,155.15794603408958
2011-01-17 19:00:00,130.83314173414337
2011-01-17 20:00:00,70.85485980620912
2011-01-17 21:00:00,46.8979506125525
2011-01-17 22:00:00,28.856847607940132
2011-01-17 23:00:00,25.098161562519383
2011-01-18 12:00:00,72.07802590862892
2011-01-18 13:00:00,71.4913951758291
2011-01-18 14:00:00,80.02768221465934
2011-01-18 15:00:00,80.59635807623509
2011-01-18 16:00:00,91.48155164910882
2011-01-18 17:00:00,165.45061786403588
2011-01-18 18:00:00,160.8994095915747
2011-01-18 19:00:00,132.10008934628422
2011-01-18 20:00:00,115.72815239643468
2011-01-18 21:00:00,82.75175275070046
2011-01-18 22:00:00,57.656653332997166
2011-01-18 23:00:00,47.78987723637061
2011-01-19 00:00:00,10.548573186864225
2011-01-19 01:00:00,6.031898935582913
2011-01-19 02:00:00,3.787936491806637
2011-01-19 04:00:00,3.0908139358815534
2011-01-19 05:00:00,15.936446689781137
2011-01-19 06:00:00,49.23987631074582
2011-01-19 07:00:00,193.06285618183688
2011-01-19 08:00:00,320.57619216314436
2011-01-19 09:00:00,191.66100516738032
2011-01-19 10:00:00,94.25224929919405
2011-01-19 11:00:00,127.49296503326552
2011-01-19 12:00:00,144.92789859177444
2011-01-19 13:00:00,165.45119228324086
2011-01-19 14:00:00,165.9400194653241
2011-01-19 15:00:00,167.00787980095578
2011-01-19 16:00:00,218.37345207082902
2011-01-19 17:00:00,409.93768677037616
2011-01-19 18:00:00,389.83901338844123
2011-01-19 19:00:00,277.9020406869947
2011-01-19 20:00:00,202.7542582921825
2011-01-19 21:00:00,131.18650308275159
2011-01-19 22:00:00,105.19178256975673
2011-01-19 23:00:00,64.5327436464002
2011-02-17 00:00:00,32.56603570511027
2011-02-17 01:00:00,13.921418689240891
2011-02-17 02:00:00,6.690313826086176
2011-02-17 03:00:00,5.051347078871204
2011-02-17 04:00:00,4.839125944256394
2011-02-17 05:00:00,26.115539307541475
